tipo_impresion,material,cantidad,ancho_cm,alto_cm,tiempo_produccion_minutos,retraso_critico
Serigrafia,Plástico,279,40.0,50.0,189.89,0
Plotter,Lona Banner,33,97.3,374.17,1481.49,0
Plotter,Vinilo Adhesivo,41,126.97,264.74,1676.14,0
Plotter,Lona Banner,48,224.26,213.34,2761.8,0
Serigrafia,Plástico,322,40.0,50.0,198.19,0
Offset,Folkote,39737,70.0,100.0,269.45,0
Serigrafia,Plástico,99,40.0,50.0,83.71,0
Plotter,Microperforado,15,290.35,355.62,1876.6,0
Offset,Bond 90g,44254,70.0,100.0,287.11,0
Plotter,Microperforado,47,265.87,109.53,1664.04,0
Serigrafia,Plástico,401,40.0,50.0,244.61,0
Serigrafia,Plástico,83,40.0,50.0,87.81,0
Serigrafia,Plástico,495,40.0,50.0,294.39,0
Digital,Couché 150g,398,21.0,29.7,28.16,0
Serigrafia,Cartón,147,40.0,50.0,117.08,0
Offset,Couché 300g,17374,70.0,100.0,149.28,0
Digital,Couché 150g,976,21.0,29.7,71.61,0
Digital,Couché 150g,63,21.0,29.7,18.29,1
Serigrafia,Cartón,441,40.0,50.0,259.43,0
Digital,Cartulina Hilo,406,21.0,29.7,21.18,0
Plotter,Lona Banner,14,267.29,288.53,1301.37,0
Serigrafia,Tela,71,40.0,50.0,71.8,0
Plotter,Microperforado,35,273.76,433.96,5011.28,0
Offset,Bond 90g,42401,70.0,100.0,291.04,0
